asset,tier,strategy,direction,regime,split,sharpe,ret,trades
XRP,low,liquidity_sweeps,short,ranging,train,0.732,-84.42,9
XRP,low,liquidity_sweeps,short,trending_up,test,0.338,1.24,11
XRP,low,liquidity_sweeps,short,trending_down,test,2.049,91.25,11
XRP,low,liquidity_sweeps,short,ranging,test,-0.011,-20.63,11
XRP,low,parabolic_sar,long,trending_up,train,1.003,97.86,82
XRP,low,parabolic_sar,long,trending_down,train,0.398,14.87,60
XRP,low,parabolic_sar,long,ranging,train,0.942,57.74,58
XRP,low,parabolic_sar,long,trending_up,test,-0.802,-34.21,60
XRP,low,parabolic_sar,long,trending_down,test,-0.229,-11.74,46
XRP,low,parabolic_sar,long,ranging,test,0.36,7.83,53
XRP,low,parabolic_sar,short,trending_up,train,-0.05,-16.33,54
XRP,low,parabolic_sar,short,trending_down,train,-0.506,-43.66,90
XRP,low,parabolic_sar,short,ranging,train,1.668,159.2,60
XRP,low,parabolic_sar,short,trending_up,test,-0.108,-8.0,43
XRP,low,parabolic_sar,short,trending_down,test,0.432,11.35,65
XRP,low,parabolic_sar,short,ranging,test,0.562,15.26,48
XRP,low,range_scalper,long,trending_up,train,0.0,0.0,0
XRP,low,range_scalper,long,trending_down,train,0.0,0.0,0
XRP,low,range_scalper,long,ranging,train,0.0,0.0,0
XRP,low,range_scalper,long,trending_up,test,0.0,0.0,0
XRP,low,range_scalper,long,trending_down,test,0.0,0.0,0
XRP,low,range_scalper,long,ranging,test,0.0,0.0,0
XRP,low,range_scalper,short,trending_up,train,0.0,0.0,0
XRP,low,range_scalper,short,trending_down,train,0.0,0.0,0
XRP,low,range_scalper,short,ranging,train,0.0,0.0,0
XRP,low,range_scalper,short,trending_up,test,0.0,0.0,0
XRP,low,range_scalper,short,trending_down,test,0.0,0.0,0
XRP,low,range_scalper,short,ranging,test,0.0,0.0,0
XRP,low,sweep_squeeze_combo,long,trending_up,train,1.654,323.25,2
XRP,low,sweep_squeeze_combo,long,trending_down,train,1.594,299.57,2
XRP,low,sweep_squeeze_combo,long,ranging,train,1.699,341.22,1
XRP,low,sweep_squeeze_combo,long,trending_up,test,-0.923,-51.31,2
XRP,low,sweep_squeeze_combo,long,trending_down,test,-0.666,-43.82,2
XRP,low,sweep_squeeze_combo,long,ranging,test,-0.812,-51.59,2
XRP,low,sweep_squeeze_combo,short,trending_up,train,0.275,-2.28,2
XRP,low,sweep_squeeze_combo,short,trending_down,train,0.234,-13.84,2
XRP,low,sweep_squeeze_combo,short,ranging,train,0.272,-4.84,2
XRP,low,sweep_squeeze_combo,short,trending_up,test,-0.285,-35.2,2
XRP,low,sweep_squeeze_combo,short,trending_down,test,-0.246,-34.07,2
XRP,low,sweep_squeeze_combo,short,ranging,test,-0.247,-34.89,2
XRP,low,adx_trend,long,trending_up,train,-0.362,-38.65,21
XRP,low,adx_trend,long,trending_down,train,-0.23,-29.63,11
XRP,low,adx_trend,long,ranging,train,-0.264,-32.07,12
XRP,low,adx_trend,long,trending_up,test,0.19,-2.25,14
XRP,low,adx_trend,long,trending_down,test,0.685,26.42,6
XRP,low,adx_trend,long,ranging,test,0.583,20.62,7
XRP,low,adx_trend,short,trending_up,train,-1.097,-470.29,11
XRP,low,adx_trend,short,trending_down,train,-0.851,-394.92,21
XRP,low,adx_trend,short,ranging,train,0.104,-74.64,10
XRP,low,adx_trend,short,trending_up,test,1.085,46.06,9
XRP,low,adx_trend,short,trending_down,test,1.007,49.94,14
XRP,low,adx_trend,short,ranging,test,0.839,34.66,8
XRP,low,donchian_breakout,long,trending_up,train,1.123,141.05,34
XRP,low,donchian_breakout,long,trending_down,train,0.529,26.83,28
XRP,low,donchian_breakout,long,ranging,train,0.049,-15.75,32
XRP,low,donchian_breakout,long,trending_up,test,-1.123,-46.43,27
XRP,low,donchian_breakout,long,trending_down,test,-1.837,-38.28,20
XRP,low,donchian_breakout,long,ranging,test,-1.014,-38.47,28
XRP,low,donchian_breakout,short,trending_up,train,-0.054,-7.32,21
XRP,low,donchian_breakout,short,trending_down,train,-0.178,-31.52,39
XRP,low,donchian_breakout,short,ranging,train,-0.05,-13.38,32
XRP,low,donchian_breakout,short,trending_up,test,-0.641,-20.55,17
XRP,low,donchian_breakout,short,trending_down,test,-0.696,-35.71,27
XRP,low,donchian_breakout,short,ranging,test,0.084,-4.85,24
XRP,low,tema_cross,long,trending_up,train,0.72,43.35,32
XRP,low,tema_cross,long,trending_down,train,-0.63,-9.47,7
XRP,low,tema_cross,long,ranging,train,0.426,16.53,39
XRP,low,tema_cross,long,trending_up,test,0.218,2.76,20
XRP,low,tema_cross,long,trending_down,test,0.102,0.2,1
XRP,low,tema_cross,long,ranging,test,0.804,17.66,14
XRP,low,tema_cross,short,trending_up,train,0.421,-107.46,32
XRP,low,tema_cross,short,trending_down,train,-0.334,-105.79,36
XRP,low,tema_cross,short,ranging,train,0.523,-106.02,40
XRP,low,tema_cross,short,trending_up,test,0.606,22.15,23
XRP,low,tema_cross,short,trending_down,test,0.563,19.94,16
XRP,low,tema_cross,short,ranging,test,0.418,9.88,22
DOGE,mid,sma_crossover,long,trending_up,train,1.161,220.21,39
DOGE,mid,sma_crossover,long,trending_down,train,0.098,-12.8,42
DOGE,mid,sma_crossover,long,ranging,train,0.859,102.26,48
DOGE,mid,sma_crossover,long,trending_up,test,-0.054,-15.86,23
DOGE,mid,sma_crossover,long,trending_down,test,0.022,-6.64,24
DOGE,mid,sma_crossover,long,ranging,test,-0.102,-17.15,31
DOGE,mid,sma_crossover,short,trending_up,train,-0.227,-30.14,41
DOGE,mid,sma_crossover,short,trending_down,train,-0.642,-64.26,41
DOGE,mid,sma_crossover,short,ranging,train,-0.338,-41.49,42
DOGE,mid,sma_crossover,short,trending_up,test,1.161,70.95,27
DOGE,mid,sma_crossover,short,trending_down,test,1.024,73.91,24
DOGE,mid,sma_crossover,short,ranging,test,0.83,49.76,35
DOGE,mid,ema_crossover,long,trending_up,train,1.354,331.67,54
DOGE,mid,ema_crossover,long,trending_down,train,0.482,27.59,44
DOGE,mid,ema_crossover,long,ranging,train,1.766,675.26,57
DOGE,mid,ema_crossover,long,trending_up,test,-0.405,-33.43,37
DOGE,mid,ema_crossover,long,trending_down,test,-0.374,-18.11,27
DOGE,mid,ema_crossover,long,ranging,test,-0.647,-39.02,39
DOGE,mid,ema_crossover,short,trending_up,train,0.226,5.27,34
DOGE,mid,ema_crossover,short,trending_down,train,-0.324,-40.83,51
DOGE,mid,ema_crossover,short,ranging,train,-0.05,-21.53,57
DOGE,mid,ema_crossover,short,trending_up,test,0.611,24.55,32
DOGE,mid,ema_crossover,short,trending_down,test,0.833,51.69,33
DOGE,mid,ema_crossover,short,ranging,test,0.48,16.99,45
DOGE,mid,rsi,long,trending_up,train,0.498,28.25,17
DOGE,mid,rsi,long,trending_down,train,0.609,45.1,17
DOGE,mid,rsi,long,ranging,train,0.781,63.72,15
DOGE,mid,rsi,long,trending_up,test,-0.024,-19.08,11
DOGE,mid,rsi,long,trending_down,test,-0.254,-38.39,11
DOGE,mid,rsi,long,ranging,test,-0.596,-47.96,9
DOGE,mid,rsi,short,trending_up,train,-1.201,-152.46,18
DOGE,mid,rsi,short,trending_down,train,-0.805,-121.55,17
DOGE,mid,rsi,short,ranging,train,0.551,-134.9,16
DOGE,mid,rsi,short,trending_up,test,0.912,69.63,10
DOGE,mid,rsi,short,trending_down,test,0.885,62.13,11
DOGE,mid,rsi,short,ranging,test,0.766,45.49,9
DOGE,mid,bollinger_bands,long,trending_up,train,-0.198,-30.31,38
DOGE,mid,bollinger_bands,long,trending_down,train,0.414,17.02,42
DOGE,mid,bollinger_bands,long,ranging,train,0.381,14.94,37
DOGE,mid,bollinger_bands,long,trending_up,test,0.062,-4.82,23
DOGE,mid,bollinger_bands,long,trending_down,test,-0.489,-45.94,23
DOGE,mid,bollinger_bands,long,ranging,test,-0.526,-42.03,19
DOGE,mid,bollinger_bands,short,trending_up,train,-0.194,-111.03,44
DOGE,mid,bollinger_bands,short,trending_down,train,-0.774,-73.07,39
DOGE,mid,bollinger_bands,short,ranging,train,-0.162,-82.1,39
DOGE,mid,bollinger_bands,short,trending_up,test,0.863,62.56,24
DOGE,mid,bollinger_bands,short,trending_down,test,1.479,131.01,23
DOGE,mid,bollinger_bands,short,ranging,test,0.664,34.57,24
DOGE,mid,macd,long,trending_up,train,1.135,185.71,103
DOGE,mid,macd,long,trending_down,train,0.046,-13.34,75
DOGE,mid,macd,long,ranging,train,1.099,135.21,105
DOGE,mid,macd,long,trending_up,test,0.199,-2.3,66
DOGE,mid,macd,long,trending_down,test,-0.926,-54.16,57
DOGE,mid,macd,long,ranging,test,-0.13,-15.08,65
DOGE,mid,macd,short,trending_up,train,-0.469,-44.87,64
DOGE,mid,macd,short,trending_down,train,-0.787,-67.44,107
DOGE,mid,macd,short,ranging,train,-0.095,-22.01,115
DOGE,mid,macd,short,trending_up,test,0.912,42.39,40
DOGE,mid,macd,short,trending_down,test,0.154,-6.17,76
DOGE,mid,macd,short,ranging,test,0.425,13.23,66
DOGE,mid,mean_reversion,long,trending_up,train,0.629,46.6,44
DOGE,mid,mean_reversion,long,trending_down,train,0.89,105.29,49
DOGE,mid,mean_reversion,long,ranging,train,0.905,95.91,37
DOGE,mid,mean_reversion,long,trending_up,test,-0.339,-22.85,35
DOGE,mid,mean_reversion,long,trending_down,test,-0.291,-37.66,36
DOGE,mid,mean_reversion,long,ranging,test,-0.756,-44.67,25
DOGE,mid,mean_reversion,short,trending_up,train,0.537,-100.97,38
DOGE,mid,mean_reversion,short,trending_down,train,-0.429,-104.02,51
DOGE,mid,mean_reversion,short,ranging,train,-0.41,-101.11,48
DOGE,mid,mean_reversion,short,trending_up,test,0.274,-9.04,27
DOGE,mid,mean_reversion,short,trending_down,test,0.795,47.64,35
DOGE,mid,mean_reversion,short,ranging,test,0.794,50.32,36
DOGE,mid,momentum,long,trending_up,train,1.344,308.59,50
DOGE,mid,momentum,long,trending_down,train,1.411,182.2,36
DOGE,mid,momentum,long,ranging,train,1.148,177.24,40
DOGE,mid,momentum,long,trending_up,test,-0.789,-50.36,38
DOGE,mid,momentum,long,trending_down,test,-0.795,-41.75,36
DOGE,mid,momentum,long,ranging,test,-0.825,-42.97,31
DOGE,mid,momentum,short,trending_up,train,-0.341,-29.59,31
DOGE,mid,momentum,short,trending_down,train,-0.176,-35.17,44
DOGE,mid,momentum,short,ranging,train,0.11,-9.83,41
DOGE,mid,momentum,short,trending_up,test,-1.103,-40.4,29
DOGE,mid,momentum,short,trending_down,test,-0.094,-24.38,41
DOGE,mid,momentum,short,ranging,test,0.057,-13.01,34
DOGE,mid,volume_weighted,long,trending_up,train,0.6,44.84,28
DOGE,mid,volume_weighted,long,trending_down,train,0.054,-18.43,26
DOGE,mid,volume_weighted,long,ranging,train,0.709,65.83,29
DOGE,mid,volume_weighted,long,trending_up,test,0.148,-8.56,18
DOGE,mid,volume_weighted,long,trending_down,test,-0.29,-30.93,16
DOGE,mid,volume_weighted,long,ranging,test,-0.236,-30.12,21
DOGE,mid,volume_weighted,short,trending_up,train,0.313,-280.39,23
DOGE,mid,volume_weighted,short,trending_down,train,0.746,-258.07,33
DOGE,mid,volume_weighted,short,ranging,train,-0.689,-258.9,30
DOGE,mid,volume_weighted,short,trending_up,test,0.94,53.11,15
DOGE,mid,volume_weighted,short,trending_down,test,1.537,132.96,18
DOGE,mid,volume_weighted,short,ranging,test,0.548,22.96,23
DOGE,mid,triple_ema,long,trending_up,train,1.508,396.6,55
DOGE,mid,triple_ema,long,trending_down,train,0.016,-9.2,38
DOGE,mid,triple_ema,long,ranging,train,1.616,449.43,52
DOGE,mid,triple_ema,long,trending_up,test,-0.298,-24.85,31
DOGE,mid,triple_ema,long,trending_down,test,-1.268,-23.95,15
DOGE,mid,triple_ema,long,ranging,test,0.064,-4.39,20
DOGE,mid,triple_ema,short,trending_up,train,-0.081,-18.03,45
DOGE,mid,triple_ema,short,trending_down,train,-0.548,-55.64,53
DOGE,mid,triple_ema,short,ranging,train,0.13,-8.74,54
DOGE,mid,triple_ema,short,trending_up,test,0.282,3.45,27
DOGE,mid,triple_ema,short,trending_down,test,0.983,71.5,29
DOGE,mid,triple_ema,short,ranging,test,1.051,78.21,31
DOGE,mid,rsi_macd_combo,long,trending_up,train,0.393,15.38,25
DOGE,mid,rsi_macd_combo,long,trending_down,train,0.526,32.61,24
DOGE,mid,rsi_macd_combo,long,ranging,train,0.567,38.49,22
DOGE,mid,rsi_macd_combo,long,trending_up,test,-0.595,-51.0,16
DOGE,mid,rsi_macd_combo,long,trending_down,test,-0.96,-69.24,13
DOGE,mid,rsi_macd_combo,long,ranging,test,-0.811,-63.04,18
DOGE,mid,rsi_macd_combo,short,trending_up,train,-0.029,-212.34,19
DOGE,mid,rsi_macd_combo,short,trending_down,train,-0.478,-193.54,23
DOGE,mid,rsi_macd_combo,short,ranging,train,-0.699,-342.97,21
DOGE,mid,rsi_macd_combo,short,trending_up,test,0.331,-3.53,15
DOGE,mid,rsi_macd_combo,short,trending_down,test,0.153,-21.72,16
DOGE,mid,rsi_macd_combo,short,ranging,test,0.568,23.4,15
DOGE,mid,stoch_rsi,long,trending_up,train,0.542,35.22,51
DOGE,mid,stoch_rsi,long,trending_down,train,0.138,-14.52,65
DOGE,mid,stoch_rsi,long,ranging,train,0.196,-2.62,60
DOGE,mid,stoch_rsi,long,trending_up,test,0.15,-3.22,33
DOGE,mid,stoch_rsi,long,trending_down,test,-0.296,-34.5,53
DOGE,mid,stoch_rsi,long,ranging,test,-1.077,-54.23,38
DOGE,mid,stoch_rsi,short,trending_up,train,-0.867,-83.78,71
DOGE,mid,stoch_rsi,short,trending_down,train,-0.151,-30.21,55
DOGE,mid,stoch_rsi,short,ranging,train,-0.874,-80.05,53
DOGE,mid,stoch_rsi,short,trending_up,test,-0.104,-24.18,43
DOGE,mid,stoch_rsi,short,trending_down,test,0.308,2.06,43
DOGE,mid,stoch_rsi,short,ranging,test,0.378,10.23,38
DOGE,mid,supertrend,long,trending_up,train,0.0,0.0,0
DOGE,mid,supertrend,long,trending_down,train,0.0,0.0,0
DOGE,mid,supertrend,long,ranging,train,0.0,0.0,0
DOGE,mid,supertrend,long,trending_up,test,0.0,0.0,0
DOGE,mid,supertrend,long,trending_down,test,0.0,0.0,0
DOGE,mid,supertrend,long,ranging,test,0.0,0.0,0
DOGE,mid,supertrend,short,trending_up,train,0.0,0.0,0
DOGE,mid,supertrend,short,trending_down,train,0.0,0.0,0
DOGE,mid,supertrend,short,ranging,train,0.0,0.0,0
DOGE,mid,supertrend,short,trending_up,test,0.0,0.0,0
DOGE,mid,supertrend,short,trending_down,test,0.0,0.0,0
DOGE,mid,supertrend,short,ranging,test,0.0,0.0,0
DOGE,mid,ichimoku_cloud,long,trending_up,train,1.518,456.18,20
DOGE,mid,ichimoku_cloud,long,trending_down,train,1.365,301.12,17
DOGE,mid,ichimoku_cloud,long,ranging,train,1.19,218.28,20
DOGE,mid,ichimoku_cloud,long,trending_up,test,0.678,33.42,13
DOGE,mid,ichimoku_cloud,long,trending_down,test,-0.394,-25.81,13
DOGE,mid,ichimoku_cloud,long,ranging,test,-0.032,-13.56,14
DOGE,mid,ichimoku_cloud,short,trending_up,train,0.18,-7.98,16
DOGE,mid,ichimoku_cloud,short,trending_down,train,-0.129,-40.12,19
DOGE,mid,ichimoku_cloud,short,ranging,train,-0.051,-23.45,19
DOGE,mid,ichimoku_cloud,short,trending_up,test,1.369,97.01,13
DOGE,mid,ichimoku_cloud,short,trending_down,test,1.769,191.24,16
DOGE,mid,ichimoku_cloud,short,ranging,test,1.809,181.91,17
DOGE,mid,pairs_spread,long,trending_up,train,0.695,54.9,38
DOGE,mid,pairs_spread,long,trending_down,train,0.804,85.64,43
DOGE,mid,pairs_spread,long,ranging,train,0.999,110.09,30
DOGE,mid,pairs_spread,long,trending_up,test,-0.153,-12.68,27
DOGE,mid,pairs_spread,long,trending_down,test,0.015,-18.32,30
DOGE,mid,pairs_spread,long,ranging,test,-1.297,-53.32,16
DOGE,mid,pairs_spread,short,trending_up,train,0.043,-103.53,34
DOGE,mid,pairs_spread,short,trending_down,train,-0.727,-106.33,43
DOGE,mid,pairs_spread,short,ranging,train,-0.47,-104.33,45
DOGE,mid,pairs_spread,short,trending_up,test,0.71,40.5,22
DOGE,mid,pairs_spread,short,trending_down,test,1.319,132.64,29
DOGE,mid,pairs_spread,short,ranging,test,0.694,38.96,27
DOGE,mid,squeeze_momentum,long,trending_up,train,0.314,-2.7,22
DOGE,mid,squeeze_momentum,long,trending_down,train,0.267,-5.42,17
DOGE,mid,squeeze_momentum,long,ranging,train,0.564,37.71,23
DOGE,mid,squeeze_momentum,long,trending_up,test,-0.87,-60.68,10
DOGE,mid,squeeze_momentum,long,trending_down,test,-0.87,-59.74,10
DOGE,mid,squeeze_momentum,long,ranging,test,-0.746,-54.13,10
DOGE,mid,squeeze_momentum,short,trending_up,train,0.375,-130.56,22
DOGE,mid,squeeze_momentum,short,trending_down,train,0.65,-132.0,24
DOGE,mid,squeeze_momentum,short,ranging,train,-0.843,-132.82,24
DOGE,mid,squeeze_momentum,short,trending_up,test,0.301,4.86,8
DOGE,mid,squeeze_momentum,short,trending_down,test,0.435,13.31,12
DOGE,mid,squeeze_momentum,short,ranging,test,0.527,20.63,10
DOGE,mid,atr_breakout,long,trending_up,train,0.641,51.98,37
DOGE,mid,atr_breakout,long,trending_down,train,-0.064,-31.37,27
DOGE,mid,atr_breakout,long,ranging,train,0.557,36.44,29
DOGE,mid,atr_breakout,long,trending_up,test,-0.436,-38.11,27
DOGE,mid,atr_breakout,long,trending_down,test,-0.765,-44.72,24
DOGE,mid,atr_breakout,long,ranging,test,-1.077,-55.1,25
DOGE,mid,atr_breakout,short,trending_up,train,-0.535,-52.22,25
DOGE,mid,atr_breakout,short,trending_down,train,-0.893,-77.95,32
DOGE,mid,atr_breakout,short,ranging,train,-0.8,-66.42,30
DOGE,mid,atr_breakout,short,trending_up,test,1.385,100.67,20
DOGE,mid,atr_breakout,short,trending_down,test,0.949,61.87,24
DOGE,mid,atr_breakout,short,ranging,test,0.679,33.83,31
DOGE,mid,amd_ifvg,long,trending_up,train,0.0,0.0,0
DOGE,mid,amd_ifvg,long,trending_down,train,0.0,0.0,0
DOGE,mid,amd_ifvg,long,ranging,train,0.0,0.0,0
DOGE,mid,amd_ifvg,long,trending_up,test,0.0,0.0,0
DOGE,mid,amd_ifvg,long,trending_down,test,0.0,0.0,0
DOGE,mid,amd_ifvg,long,ranging,test,0.0,0.0,0
DOGE,mid,amd_ifvg,short,trending_up,train,0.0,0.0,0
DOGE,mid,amd_ifvg,short,trending_down,train,0.0,0.0,0
DOGE,mid,amd_ifvg,short,ranging,train,0.0,0.0,0
DOGE,mid,amd_ifvg,short,trending_up,test,0.0,0.0,0
DOGE,mid,amd_ifvg,short,trending_down,test,0.0,0.0,0
DOGE,mid,amd_ifvg,short,ranging,test,0.0,0.0,0
DOGE,mid,heikin_ashi_ema,long,trending_up,train,1.27,250.53,74
DOGE,mid,heikin_ashi_ema,long,trending_down,train,0.418,19.65,60
DOGE,mid,heikin_ashi_ema,long,ranging,train,1.694,495.6,77
DOGE,mid,heikin_ashi_ema,long,trending_up,test,-0.668,-45.73,56
DOGE,mid,heikin_ashi_ema,long,trending_down,test,-0.902,-39.88,42
DOGE,mid,heikin_ashi_ema,long,ranging,test,-0.414,-29.03,51
DOGE,mid,heikin_ashi_ema,short,trending_up,train,-0.376,-33.18,43
DOGE,mid,heikin_ashi_ema,short,trending_down,train,-0.781,-66.48,80
DOGE,mid,heikin_ashi_ema,short,ranging,train,-0.046,-20.67,74
DOGE,mid,heikin_ashi_ema,short,trending_up,test,0.632,20.96,37
DOGE,mid,heikin_ashi_ema,short,trending_down,test,0.52,20.4,55
DOGE,mid,heikin_ashi_ema,short,ranging,test,0.842,47.32,55
DOGE,mid,order_blocks,long,trending_up,train,0.834,98.14,35
DOGE,mid,order_blocks,long,trending_down,train,0.88,108.63,26
DOGE,mid,order_blocks,long,ranging,train,0.866,105.01,27
DOGE,mid,order_blocks,long,trending_up,test,-0.425,-39.62,21
DOGE,mid,order_blocks,long,trending_down,test,-1.04,-59.09,24
DOGE,mid,order_blocks,long,ranging,test,-0.665,-44.27,18
DOGE,mid,order_blocks,short,trending_up,train,-0.477,-76.53,26
DOGE,mid,order_blocks,short,trending_down,train,-0.012,-28.67,28
DOGE,mid,order_blocks,short,ranging,train,0.197,-93.69,29
DOGE,mid,order_blocks,short,trending_up,test,1.364,97.24,22
DOGE,mid,order_blocks,short,trending_down,test,0.563,24.2,23
DOGE,mid,order_blocks,short,ranging,test,1.39,101.05,24
DOGE,mid,vwap_reversion,long,trending_up,train,0.93,97.34,132
DOGE,mid,vwap_reversion,long,trending_down,train,0.654,52.25,179
DOGE,mid,vwap_reversion,long,ranging,train,-0.532,-39.32,143
DOGE,mid,vwap_reversion,long,trending_up,test,-0.741,-38.44,73
DOGE,mid,vwap_reversion,long,trending_down,test,-0.202,-25.55,125
DOGE,mid,vwap_reversion,long,ranging,test,-0.444,-33.2,93
DOGE,mid,vwap_reversion,short,trending_up,train,-0.564,-89.88,161
DOGE,mid,vwap_reversion,short,trending_down,train,-0.525,-51.96,162
DOGE,mid,vwap_reversion,short,ranging,train,-1.008,-68.25,138
DOGE,mid,vwap_reversion,short,trending_up,test,-0.523,-39.56,91
DOGE,mid,vwap_reversion,short,trending_down,test,0.31,3.68,117
DOGE,mid,vwap_reversion,short,ranging,test,1.084,49.17,85
DOGE,mid,chart_pattern,long,trending_up,train,1.334,335.9,26
DOGE,mid,chart_pattern,long,trending_down,train,1.083,178.68,25
DOGE,mid,chart_pattern,long,ranging,train,1.164,221.53,26
DOGE,mid,chart_pattern,long,trending_up,test,-0.245,-39.83,13
DOGE,mid,chart_pattern,long,trending_down,test,-0.83,-62.78,13
DOGE,mid,chart_pattern,long,ranging,test,-0.812,-62.16,13
DOGE,mid,chart_pattern,short,trending_up,train,-0.554,-42.87,17
DOGE,mid,chart_pattern,short,trending_down,train,-0.205,-38.14,25
DOGE,mid,chart_pattern,short,ranging,train,-0.543,-51.66,23
DOGE,mid,chart_pattern,short,trending_up,test,0.699,22.68,9
DOGE,mid,chart_pattern,short,trending_down,test,0.324,7.02,12
DOGE,mid,chart_pattern,short,ranging,test,1.383,83.98,11
DOGE,mid,liquidity_sweeps,long,trending_up,train,0.486,26.37,13
DOGE,mid,liquidity_sweeps,long,trending_down,train,0.356,9.77,13
DOGE,mid,liquidity_sweeps,long,ranging,train,0.712,62.3,13
DOGE,mid,liquidity_sweeps,long,trending_up,test,-0.763,-56.44,7
DOGE,mid,liquidity_sweeps,long,trending_down,test,-1.026,-69.0,6
DOGE,mid,liquidity_sweeps,long,ranging,test,-0.797,-58.9,8
DOGE,mid,liquidity_sweeps,short,trending_up,train,0.392,-224.18,13
DOGE,mid,liquidity_sweeps,short,trending_down,train,-0.836,-224.99,12
DOGE,mid,liquidity_sweeps,short,ranging,train,-0.624,-199.38,13
DOGE,mid,liquidity_sweeps,short,trending_up,test,0.214,-12.74,7
DOGE,mid,liquidity_sweeps,short,trending_down,test,0.787,44.24,8
DOGE,mid,liquidity_sweeps,short,ranging,test,0.53,21.04,8
DOGE,mid,parabolic_sar,long,trending_up,train,0.268,-4.63,117
DOGE,mid,parabolic_sar,long,trending_down,train,0.694,52.78,72
DOGE,mid,parabolic_sar,long,ranging,train,0.758,64.99,92
DOGE,mid,parabolic_sar,long,trending_up,test,0.171,-4.3,69
DOGE,mid,parabolic_sar,long,trending_down,test,-0.138,-20.18,57
DOGE,mid,parabolic_sar,long,ranging,test,-0.484,-28.2,58
DOGE,mid,parabolic_sar,short,trending_up,train,-2.085,-85.9,69
DOGE,mid,parabolic_sar,short,trending_down,train,-0.738,-67.76,108
DOGE,mid,parabolic_sar,short,ranging,train,-0.065,-20.79,98
DOGE,mid,parabolic_sar,short,trending_up,test,1.322,61.19,39
DOGE,mid,parabolic_sar,short,trending_down,test,0.458,15.45,78
DOGE,mid,parabolic_sar,short,ranging,test,0.744,35.93,61
DOGE,mid,range_scalper,long,trending_up,train,0.0,0.0,0
DOGE,mid,range_scalper,long,trending_down,train,0.0,0.0,0
DOGE,mid,range_scalper,long,ranging,train,0.0,0.0,0
DOGE,mid,range_scalper,long,trending_up,test,0.0,0.0,0
DOGE,mid,range_scalper,long,trending_down,test,0.0,0.0,0
DOGE,mid,range_scalper,long,ranging,test,0.0,0.0,0
DOGE,mid,range_scalper,short,trending_up,train,0.0,0.0,0
DOGE,mid,range_scalper,short,trending_down,train,0.0,0.0,0
DOGE,mid,range_scalper,short,ranging,train,0.0,0.0,0
DOGE,mid,range_scalper,short,trending_up,test,0.0,0.0,0
DOGE,mid,range_scalper,short,trending_down,test,0.0,0.0,0
DOGE,mid,range_scalper,short,ranging,test,0.0,0.0,0
DOGE,mid,sweep_squeeze_combo,long,trending_up,train,0.923,125.43,3
DOGE,mid,sweep_squeeze_combo,long,trending_down,train,0.954,136.48,3
DOGE,mid,sweep_squeeze_combo,long,ranging,train,0.87,110.31,3
DOGE,mid,sweep_squeeze_combo,long,trending_up,test,-0.772,-69.35,2
DOGE,mid,sweep_squeeze_combo,long,trending_down,test,-0.957,-76.81,2
DOGE,mid,sweep_squeeze_combo,long,ranging,test,-1.036,-79.72,2
DOGE,mid,sweep_squeeze_combo,short,trending_up,train,-0.69,-203.99,2
DOGE,mid,sweep_squeeze_combo,short,trending_down,train,0.514,-188.79,2
DOGE,mid,sweep_squeeze_combo,short,ranging,train,0.629,-206.09,2
DOGE,mid,sweep_squeeze_combo,short,trending_up,test,-0.14,-12.13,2
DOGE,mid,sweep_squeeze_combo,short,trending_down,test,0.286,5.65,2
DOGE,mid,sweep_squeeze_combo,short,ranging,test,-0.209,-15.52,2
DOGE,mid,adx_trend,long,trending_up,train,0.751,76.3,28
DOGE,mid,adx_trend,long,trending_down,train,1.172,193.91,15
DOGE,mid,adx_trend,long,ranging,train,0.964,126.68,15
DOGE,mid,adx_trend,long,trending_up,test,-1.746,-71.43,20
DOGE,mid,adx_trend,long,trending_down,test,-1.53,-68.67,8
DOGE,mid,adx_trend,long,ranging,test,-1.49,-66.04,8
DOGE,mid,adx_trend,short,trending_up,train,-0.827,-90.66,18
DOGE,mid,adx_trend,short,trending_down,train,-1.128,-99.62,29
DOGE,mid,adx_trend,short,ranging,train,-0.516,-98.68,19
DOGE,mid,adx_trend,short,trending_up,test,0.199,-17.89,12
DOGE,mid,adx_trend,short,trending_down,test,-0.017,-41.73,19
DOGE,mid,adx_trend,short,ranging,test,0.07,-31.6,14
DOGE,mid,donchian_breakout,long,trending_up,train,1.233,268.62,41
DOGE,mid,donchian_breakout,long,trending_down,train,0.914,111.2,34
DOGE,mid,donchian_breakout,long,ranging,train,1.542,457.97,37
DOGE,mid,donchian_breakout,long,trending_up,test,-1.094,-60.24,31
DOGE,mid,donchian_breakout,long,trending_down,test,-2.019,-61.55,26
DOGE,mid,donchian_breakout,long,ranging,test,-0.9,-48.43,29
DOGE,mid,donchian_breakout,short,trending_up,train,-0.222,-18.32,25
DOGE,mid,donchian_breakout,short,trending_down,train,-0.369,-43.74,40
DOGE,mid,donchian_breakout,short,ranging,train,-0.193,-29.67,35
DOGE,mid,donchian_breakout,short,trending_up,test,-0.046,-11.34,21
DOGE,mid,donchian_breakout,short,trending_down,test,0.449,14.24,29
DOGE,mid,donchian_breakout,short,ranging,test,0.135,-7.38,30
DOGE,mid,tema_cross,long,trending_up,train,-0.032,-20.76,45
DOGE,mid,tema_cross,long,trending_down,train,-1.071,-12.28,5
DOGE,mid,tema_cross,long,ranging,train,0.432,20.56,41
