strategy,asset,tf,ret,sharpe,mdd,trades,win,bench_ret,bench_sharpe,bench_mdd,alpha_ret,alpha_sharpe,beats_bh
heikin_ashi_ema,XRP,4h,-28.34,-0.567,-54.77,59,32.2,-36.70344302834315,-0.3705056667384541,-66.55545138697403,8.363443028343152,-0.19649433326154586,False
order_blocks,XRP,4h,-25.56,-0.459,-50.07,17,17.65,-36.70344302834315,-0.3705056667384541,-66.55545138697403,11.143443028343153,-0.08849433326154593,False
vwap_reversion,XRP,4h,-54.18,-1.292,-63.74,157,54.78,-36.70344302834315,-0.3705056667384541,-66.55545138697403,-17.476556971656848,-0.921494333261546,False
chart_pattern,XRP,4h,-36.44,-0.752,-57.51,13,30.77,-36.70344302834315,-0.3705056667384541,-66.55545138697403,0.26344302834315414,-0.3814943332615459,False
liquidity_sweeps,XRP,4h,-36.59,-0.681,-55.76,9,55.56,-36.70344302834315,-0.3705056667384541,-66.55545138697403,0.11344302834314846,-0.31049433326154596,False
parabolic_sar,XRP,4h,-16.62,-0.15,-42.54,87,36.78,-36.70344302834315,-0.3705056667384541,-66.55545138697403,20.08344302834315,0.2205056667384541,True
range_scalper,XRP,4h,0.0,0.0,0.0,0,0.0,-36.70344302834315,-0.3705056667384541,-66.55545138697403,36.70344302834315,0.3705056667384541,False
sweep_squeeze_combo,XRP,4h,-54.11,-1.205,-61.67,1,0.0,-36.70344302834315,-0.3705056667384541,-66.55545138697403,-17.406556971656848,-0.834494333261546,False
adx_trend,XRP,4h,-12.26,-0.075,-50.11,12,16.67,-36.70344302834315,-0.3705056667384541,-66.55545138697403,24.443443028343154,0.2955056667384541,True
donchian_breakout,XRP,4h,-40.14,-0.998,-53.78,26,26.92,-36.70344302834315,-0.3705056667384541,-66.55545138697403,-3.4365569716568487,-0.6274943332615459,False
tema_cross,XRP,4h,-5.73,-0.104,-41.66,28,21.43,-36.70344302834315,-0.3705056667384541,-66.55545138697403,30.97344302834315,0.2665056667384541,True
sma_crossover,DOGE,4h,-18.53,-0.179,-52.39,26,38.46,-47.203000369763885,-0.4377586807234994,-70.16069137802985,28.673000369763884,0.2587586807234994,True
ema_crossover,DOGE,4h,-42.56,-0.855,-61.27,38,23.68,-47.203000369763885,-0.4377586807234994,-70.16069137802985,4.643000369763882,-0.4172413192765006,False
rsi,DOGE,4h,-32.51,-0.487,-53.64,7,57.14,-47.203000369763885,-0.4377586807234994,-70.16069137802985,14.693000369763887,-0.049241319276500606,False
bollinger_bands,DOGE,4h,-4.66,0.159,-35.7,21,57.14,-47.203000369763885,-0.4377586807234994,-70.16069137802985,42.54300036976389,0.5967586807234994,True
macd,DOGE,4h,-53.09,-0.992,-68.2,95,25.26,-47.203000369763885,-0.4377586807234994,-70.16069137802985,-5.886999630236119,-0.5542413192765006,False
mean_reversion,DOGE,4h,-25.37,-0.263,-41.61,29,51.72,-47.203000369763885,-0.4377586807234994,-70.16069137802985,21.833000369763884,0.17475868072349937,True
momentum,DOGE,4h,-53.33,-1.244,-69.36,34,23.53,-47.203000369763885,-0.4377586807234994,-70.16069137802985,-6.126999630236114,-0.8062413192765006,False
volume_weighted,DOGE,4h,-22.28,-0.169,-62.35,20,35.0,-47.203000369763885,-0.4377586807234994,-70.16069137802985,24.923000369763884,0.2687586807234994,True
triple_ema,DOGE,4h,-29.33,-0.584,-51.25,28,25.0,-47.203000369763885,-0.4377586807234994,-70.16069137802985,17.873000369763886,-0.14624131927650058,False
rsi_macd_combo,DOGE,4h,-44.02,-0.676,-56.25,12,50.0,-47.203000369763885,-0.4377586807234994,-70.16069137802985,3.1830003697638816,-0.23824131927650066,False
stoch_rsi,DOGE,4h,-3.93,0.213,-47.47,49,51.02,-47.203000369763885,-0.4377586807234994,-70.16069137802985,43.273000369763885,0.6507586807234994,True
supertrend,DOGE,4h,0.0,0.0,0.0,0,0.0,-47.203000369763885,-0.4377586807234994,-70.16069137802985,47.203000369763885,0.4377586807234994,False
ichimoku_cloud,DOGE,4h,24.5,0.699,-38.02,10,50.0,-47.203000369763885,-0.4377586807234994,-70.16069137802985,71.70300036976388,1.1367586807234993,True
pairs_spread,DOGE,4h,-17.09,-0.116,-34.6,21,38.1,-47.203000369763885,-0.4377586807234994,-70.16069137802985,30.113000369763885,0.3217586807234994,True
squeeze_momentum,DOGE,4h,-36.89,-0.408,-66.46,7,14.29,-47.203000369763885,-0.4377586807234994,-70.16069137802985,10.313000369763884,0.02975868072349941,True
atr_breakout,DOGE,4h,-49.71,-0.976,-67.69,27,25.93,-47.203000369763885,-0.4377586807234994,-70.16069137802985,-2.506999630236116,-0.5382413192765005,False
amd_ifvg,DOGE,4h,0.0,0.0,0.0,0,0.0,-47.203000369763885,-0.4377586807234994,-70.16069137802985,47.203000369763885,0.4377586807234994,False
heikin_ashi_ema,DOGE,4h,-44.1,-0.821,-61.36,62,25.81,-47.203000369763885,-0.4377586807234994,-70.16069137802985,3.1030003697638833,-0.38324131927650057,False
order_blocks,DOGE,4h,-20.84,-0.153,-49.55,21,33.33,-47.203000369763885,-0.4377586807234994,-70.16069137802985,26.363000369763885,0.2847586807234994,True
vwap_reversion,DOGE,4h,-57.94,-1.08,-72.12,163,53.37,-47.203000369763885,-0.4377586807234994,-70.16069137802985,-10.736999630236113,-0.6422413192765006,False
chart_pattern,DOGE,4h,3.9,0.351,-42.41,8,50.0,-47.203000369763885,-0.4377586807234994,-70.16069137802985,51.10300036976388,0.7887586807234994,True
liquidity_sweeps,DOGE,4h,-40.23,-0.625,-56.34,6,66.67,-47.203000369763885,-0.4377586807234994,-70.16069137802985,6.973000369763888,-0.18724131927650062,False
parabolic_sar,DOGE,4h,-8.0,0.148,-52.89,86,32.56,-47.203000369763885,-0.4377586807234994,-70.16069137802985,39.203000369763885,0.5857586807234993,True
range_scalper,DOGE,4h,0.0,0.0,0.0,0,0.0,-47.203000369763885,-0.4377586807234994,-70.16069137802985,47.203000369763885,0.4377586807234994,False
sweep_squeeze_combo,DOGE,4h,-62.11,-1.242,-68.79,2,50.0,-47.203000369763885,-0.4377586807234994,-70.16069137802985,-14.906999630236115,-0.8042413192765006,False
adx_trend,DOGE,4h,-59.57,-1.907,-60.72,15,13.33,-47.203000369763885,-0.4377586807234994,-70.16069137802985,-12.366999630236116,-1.4692413192765006,False
donchian_breakout,DOGE,4h,-51.9,-1.169,-66.19,25,28.0,-47.203000369763885,-0.4377586807234994,-70.16069137802985,-4.696999630236114,-0.7312413192765006,False
tema_cross,DOGE,4h,20.34,0.738,-32.0,17,29.41,-47.203000369763885,-0.4377586807234994,-70.16069137802985,67.54300036976389,1.1757586807234994,True
sma_crossover,ADA,4h,-50.34,-1.213,-70.31,30,20.0,-64.69424731994565,-0.9890078402761391,-76.87173301166064,14.354247319945642,-0.223992159723861,False
ema_crossover,ADA,4h,-55.51,-1.445,-69.67,40,20.0,-64.69424731994565,-0.9890078402761391,-76.87173301166064,9.184247319945648,-0.455992159723861,False
rsi,ADA,4h,-30.43,-0.385,-57.38,8,62.5,-64.69424731994565,-0.9890078402761391,-76.87173301166064,34.264247319945646,0.6040078402761391,True
bollinger_bands,ADA,4h,-11.95,0.032,-35.5,21,57.14,-64.69424731994565,-0.9890078402761391,-76.87173301166064,52.74424731994564,1.0210078402761391,True
macd,ADA,4h,-66.27,-1.614,-74.54,92,29.35,-64.69424731994565,-0.9890078402761391,-76.87173301166064,-1.5757526800543502,-0.624992159723861,False
mean_reversion,ADA,4h,-55.23,-1.106,-65.36,31,48.39,-64.69424731994565,-0.9890078402761391,-76.87173301166064,9.464247319945649,-0.11699215972386101,False
momentum,ADA,4h,-58.08,-1.499,-72.15,33,27.27,-64.69424731994565,-0.9890078402761391,-76.87173301166064,6.6142473199456475,-0.509992159723861,False
volume_weighted,ADA,4h,-28.55,-0.332,-54.58,14,28.57,-64.69424731994565,-0.9890078402761391,-76.87173301166064,36.14424731994565,0.657007840276139,True
triple_ema,ADA,4h,-47.91,-1.432,-66.06,34,20.59,-64.69424731994565,-0.9890078402761391,-76.87173301166064,16.78424731994565,-0.44299215972386086,False
rsi_macd_combo,ADA,4h,-44.2,-0.666,-59.67,11,45.45,-64.69424731994565,-0.9890078402761391,-76.87173301166064,20.494247319945643,0.32300784027613905,True
stoch_rsi,ADA,4h,-41.45,-0.61,-59.55,44,50.0,-64.69424731994565,-0.9890078402761391,-76.87173301166064,23.244247319945643,0.3790078402761391,True
supertrend,ADA,4h,0.0,0.0,0.0,0,0.0,-64.69424731994565,-0.9890078402761391,-76.87173301166064,64.69424731994565,0.9890078402761391,False
ichimoku_cloud,ADA,4h,-56.08,-1.183,-73.93,11,27.27,-64.69424731994565,-0.9890078402761391,-76.87173301166064,8.614247319945648,-0.19399215972386097,False
pairs_spread,ADA,4h,-45.93,-0.875,-58.37,24,41.67,-64.69424731994565,-0.9890078402761391,-76.87173301166064,18.764247319945646,0.11400784027613908,True
squeeze_momentum,ADA,4h,-63.09,-1.248,-71.54,5,20.0,-64.69424731994565,-0.9890078402761391,-76.87173301166064,1.6042473199456424,-0.2589921597238609,False
atr_breakout,ADA,4h,-57.07,-1.458,-72.32,29,24.14,-64.69424731994565,-0.9890078402761391,-76.87173301166064,7.6242473199456455,-0.4689921597238609,False
amd_ifvg,ADA,4h,0.0,0.0,0.0,0,0.0,-64.69424731994565,-0.9890078402761391,-76.87173301166064,64.69424731994565,0.9890078402761391,False
heikin_ashi_ema,ADA,4h,-57.4,-1.402,-74.45,64,20.31,-64.69424731994565,-0.9890078402761391,-76.87173301166064,7.294247319945647,-0.41299215972386083,False
order_blocks,ADA,4h,-65.41,-2.026,-69.63,23,17.39,-64.69424731994565,-0.9890078402761391,-76.87173301166064,-0.7157526800543508,-1.0369921597238607,False
vwap_reversion,ADA,4h,-68.85,-1.594,-74.9,173,53.76,-64.69424731994565,-0.9890078402761391,-76.87173301166064,-4.1557526800543485,-0.604992159723861,False
chart_pattern,ADA,4h,-31.32,-0.472,-54.56,10,10.0,-64.69424731994565,-0.9890078402761391,-76.87173301166064,33.374247319945646,0.5170078402761391,True
liquidity_sweeps,ADA,4h,-51.68,-0.841,-65.91,10,30.0,-64.69424731994565,-0.9890078402761391,-76.87173301166064,13.014247319945646,0.1480078402761391,True
parabolic_sar,ADA,4h,-54.09,-1.205,-70.38,92,39.13,-64.69424731994565,-0.9890078402761391,-76.87173301166064,10.604247319945642,-0.215992159723861,False
range_scalper,ADA,4h,0.0,0.0,0.0,0,0.0,-64.69424731994565,-0.9890078402761391,-76.87173301166064,64.69424731994565,0.9890078402761391,False
sweep_squeeze_combo,ADA,4h,-35.58,-0.512,-50.72,2,0.0,-64.69424731994565,-0.9890078402761391,-76.87173301166064,29.114247319945648,0.4770078402761391,False
adx_trend,ADA,4h,-3.52,0.133,-30.56,14,21.43,-64.69424731994565,-0.9890078402761391,-76.87173301166064,61.17424731994564,1.122007840276139,True
donchian_breakout,ADA,4h,-48.32,-1.077,-63.69,25,32.0,-64.69424731994565,-0.9890078402761391,-76.87173301166064,16.374247319945646,-0.08799215972386087,False
tema_cross,ADA,4h,6.44,0.359,-35.77,18,27.78,-64.69424731994565,-0.9890078402761391,-76.87173301166064,71.13424731994564,1.348007840276139,True
sma_crossover,AVAX,4h,-33.38,-0.473,-59.73,26,30.77,-55.445891783567134,-0.6049042881848399,-76.47727272727273,22.06589178356713,0.1319042881848399,True
ema_crossover,AVAX,4h,-62.21,-1.68,-69.92,44,18.18,-55.445891783567134,-0.6049042881848399,-76.47727272727273,-6.7641082164328665,-1.07509571181516,False
rsi,AVAX,4h,-33.33,-0.365,-61.42,8,75.0,-55.445891783567134,-0.6049042881848399,-76.47727272727273,22.115891783567136,0.2399042881848399,True
bollinger_bands,AVAX,4h,-35.3,-0.432,-61.92,22,59.09,-55.445891783567134,-0.6049042881848399,-76.47727272727273,20.145891783567137,0.17290428818483988,True
macd,AVAX,4h,-62.52,-1.362,-72.87,95,31.58,-55.445891783567134,-0.6049042881848399,-76.47727272727273,-7.074108216432869,-0.7570957118151602,False
mean_reversion,AVAX,4h,-41.16,-0.56,-60.31,35,60.0,-55.445891783567134,-0.6049042881848399,-76.47727272727273,14.285891783567138,0.044904288184839825,True
momentum,AVAX,4h,-61.81,-1.435,-66.31,37,27.03,-55.445891783567134,-0.6049042881848399,-76.47727272727273,-6.364108216432868,-0.8300957118151602,False
volume_weighted,AVAX,4h,-39.11,-0.768,-59.28,25,12.0,-55.445891783567134,-0.6049042881848399,-76.47727272727273,16.335891783567135,-0.16309571181516014,False
triple_ema,AVAX,4h,-59.61,-1.766,-68.47,39,17.95,-55.445891783567134,-0.6049042881848399,-76.47727272727273,-4.164108216432865,-1.1610957118151601,False
rsi_macd_combo,AVAX,4h,-49.15,-0.741,-62.02,13,38.46,-55.445891783567134,-0.6049042881848399,-76.47727272727273,6.295891783567136,-0.13609571181516011,False
stoch_rsi,AVAX,4h,-0.24,0.309,-52.67,45,57.78,-55.445891783567134,-0.6049042881848399,-76.47727272727273,55.20589178356713,0.9139042881848398,True
supertrend,AVAX,4h,0.0,0.0,0.0,0,0.0,-55.445891783567134,-0.6049042881848399,-76.47727272727273,55.445891783567134,0.6049042881848399,False
ichimoku_cloud,AVAX,4h,-30.06,-0.343,-51.43,11,36.36,-55.445891783567134,-0.6049042881848399,-76.47727272727273,25.385891783567136,0.26190428818483985,True
pairs_spread,AVAX,4h,-35.94,-0.557,-52.85,23,52.17,-55.445891783567134,-0.6049042881848399,-76.47727272727273,19.505891783567137,0.04790428818483983,True
squeeze_momentum,AVAX,4h,-0.58,0.182,-34.08,5,20.0,-55.445891783567134,-0.6049042881848399,-76.47727272727273,54.865891783567136,0.7869042881848398,True
atr_breakout,AVAX,4h,-29.91,-0.473,-51.77,37,32.43,-55.445891783567134,-0.6049042881848399,-76.47727272727273,25.535891783567134,0.1319042881848399,True
amd_ifvg,AVAX,4h,0.0,0.0,0.0,0,0.0,-55.445891783567134,-0.6049042881848399,-76.47727272727273,55.445891783567134,0.6049042881848399,False
heikin_ashi_ema,AVAX,4h,-47.94,-0.994,-60.36,63,30.16,-55.445891783567134,-0.6049042881848399,-76.47727272727273,7.505891783567137,-0.3890957118151601,False
order_blocks,AVAX,4h,-37.01,-0.576,-62.5,26,26.92,-55.445891783567134,-0.6049042881848399,-76.47727272727273,18.435891783567136,0.02890428818483992,True
vwap_reversion,AVAX,4h,-21.4,-0.003,-68.25,176,60.8,-55.445891783567134,-0.6049042881848399,-76.47727272727273,34.045891783567136,0.6019042881848399,True
chart_pattern,AVAX,4h,-56.08,-1.166,-66.05,10,20.0,-55.445891783567134,-0.6049042881848399,-76.47727272727273,-0.634108216432864,-0.56109571181516,False
liquidity_sweeps,AVAX,4h,-55.83,-0.997,-70.81,9,44.44,-55.445891783567134,-0.6049042881848399,-76.47727272727273,-0.38410821643286397,-0.3920957118151601,False
parabolic_sar,AVAX,4h,-14.3,0.015,-43.71,84,39.29,-55.445891783567134,-0.6049042881848399,-76.47727272727273,41.14589178356714,0.6199042881848399,True
range_scalper,AVAX,4h,0.0,0.0,0.0,0,0.0,-55.445891783567134,-0.6049042881848399,-76.47727272727273,55.445891783567134,0.6049042881848399,False
sweep_squeeze_combo,AVAX,4h,3.61,0.312,-43.83,3,33.33,-55.445891783567134,-0.6049042881848399,-76.47727272727273,59.055891783567134,0.9169042881848399,False
adx_trend,AVAX,4h,-37.67,-0.567,-56.54,11,63.64,-55.445891783567134,-0.6049042881848399,-76.47727272727273,17.775891783567133,0.03790428818483993,True
donchian_breakout,AVAX,4h,-56.74,-1.393,-69.49,26,23.08,-55.445891783567134,-0.6049042881848399,-76.47727272727273,-1.2941082164328677,-0.7880957118151601,False
tema_cross,AVAX,4h,-0.54,0.15,-26.6,24,37.5,-55.445891783567134,-0.6049042881848399,-76.47727272727273,54.905891783567135,0.7549042881848399,True
sma_crossover,LINK,4h,-10.33,0.049,-55.63,25,40.0,-32.42424242424241,-0.13642856472417295,-70.97247706422019,22.09424242424241,0.18542856472417296,True
ema_crossover,LINK,4h,-46.24,-0.885,-67.78,45,20.0,-32.42424242424241,-0.13642856472417295,-70.97247706422019,-13.815757575757594,-0.748571435275827,False
rsi,LINK,4h,-11.67,0.031,-61.21,7,71.43,-32.42424242424241,-0.13642856472417295,-70.97247706422019,20.754242424242406,0.16742856472417295,True
bollinger_bands,LINK,4h,-9.01,0.064,-41.68,20,65.0,-32.42424242424241,-0.13642856472417295,-70.97247706422019,23.41424242424241,0.20042856472417295,True
macd,LINK,4h,-38.41,-0.579,-65.95,87,34.48,-32.42424242424241,-0.13642856472417295,-70.97247706422019,-5.985757575757589,-0.442571435275827,False
mean_reversion,LINK,4h,-17.94,-0.09,-50.99,32,68.75,-32.42424242424241,-0.13642856472417295,-70.97247706422019,14.484242424242407,0.04642856472417295,True
momentum,LINK,4h,-32.23,-0.413,-62.12,31,41.94,-32.42424242424241,-0.13642856472417295,-70.97247706422019,0.194242424242411,-0.27657143527582706,False
volume_weighted,LINK,4h,-13.31,-0.069,-42.17,14,28.57,-32.42424242424241,-0.13642856472417295,-70.97247706422019,19.114242424242406,0.06742856472417294,True
triple_ema,LINK,4h,-48.56,-1.213,-68.97,43,20.93,-32.42424242424241,-0.13642856472417295,-70.97247706422019,-16.135757575757594,-1.076571435275827,False
rsi_macd_combo,LINK,4h,-36.48,-0.519,-58.28,12,41.67,-32.42424242424241,-0.13642856472417295,-70.97247706422019,-4.055757575757589,-0.38257143527582704,False
stoch_rsi,LINK,4h,29.4,0.728,-57.32,48,66.67,-32.42424242424241,-0.13642856472417295,-70.97247706422019,61.82424242424241,0.864428564724173,True
supertrend,LINK,4h,0.0,0.0,0.0,0,0.0,-32.42424242424241,-0.13642856472417295,-70.97247706422019,32.42424242424241,0.13642856472417295,False
ichimoku_cloud,LINK,4h,-65.32,-1.973,-69.33,12,8.33,-32.42424242424241,-0.13642856472417295,-70.97247706422019,-32.895757575757585,-1.8365714352758271,False
pairs_spread,LINK,4h,-4.8,0.145,-51.64,21,57.14,-32.42424242424241,-0.13642856472417295,-70.97247706422019,27.624242424242407,0.28142856472417294,True
squeeze_momentum,LINK,4h,-9.7,0.136,-57.97,7,42.86,-32.42424242424241,-0.13642856472417295,-70.97247706422019,22.72424242424241,0.272428564724173,True
atr_breakout,LINK,4h,-10.42,0.106,-55.15,30,26.67,-32.42424242424241,-0.13642856472417295,-70.97247706422019,22.004242424242406,0.24242856472417296,True
amd_ifvg,LINK,4h,0.0,0.0,0.0,0,0.0,-32.42424242424241,-0.13642856472417295,-70.97247706422019,32.42424242424241,0.13642856472417295,False
heikin_ashi_ema,LINK,4h,-75.47,-2.201,-83.37,75,20.0,-32.42424242424241,-0.13642856472417295,-70.97247706422019,-43.04575757575759,-2.0645714352758273,False
order_blocks,LINK,4h,11.08,0.462,-42.16,19,36.84,-32.42424242424241,-0.13642856472417295,-70.97247706422019,43.504242424242406,0.5984285647241729,True
vwap_reversion,LINK,4h,-55.6,-1.03,-68.42,177,55.37,-32.42424242424241,-0.13642856472417295,-70.97247706422019,-23.175757575757594,-0.893571435275827,False
chart_pattern,LINK,4h,-13.6,0.022,-58.9,10,20.0,-32.42424242424241,-0.13642856472417295,-70.97247706422019,18.824242424242406,0.15842856472417294,True
liquidity_sweeps,LINK,4h,-8.06,0.098,-48.81,11,63.64,-32.42424242424241,-0.13642856472417295,-70.97247706422019,24.364242424242406,0.23442856472417295,True
parabolic_sar,LINK,4h,-26.19,-0.232,-63.83,86,37.21,-32.42424242424241,-0.13642856472417295,-70.97247706422019,6.234242424242407,-0.09557143527582707,False
range_scalper,LINK,4h,0.0,0.0,0.0,0,0.0,-32.42424242424241,-0.13642856472417295,-70.97247706422019,32.42424242424241,0.13642856472417295,False
sweep_squeeze_combo,LINK,4h,0.88,0.157,-17.97,1,100.0,-32.42424242424241,-0.13642856472417295,-70.97247706422019,33.30424242424241,0.29342856472417295,False
adx_trend,LINK,4h,-34.99,-0.623,-58.06,11,27.27,-32.42424242424241,-0.13642856472417295,-70.97247706422019,-2.565757575757594,-0.486571435275827,False
donchian_breakout,LINK,4h,-43.01,-0.744,-63.06,27,14.81,-32.42424242424241,-0.13642856472417295,-70.97247706422019,-10.58575757575759,-0.607571435275827,False
tema_cross,LINK,4h,-48.84,-1.607,-62.22,39,15.38,-32.42424242424241,-0.13642856472417295,-70.97247706422019,-16.415757575757596,-1.470571435275827,False
